b,35.58,0.75,u,g,k,v,1.5,f,f,0,t,g,231,0,-
b,34.17,2.75,u,g,i,bb,2.5,f,f,0,t,g,232,200,-
b,33.17,2.25,y,p,cc,v,3.5,f,f,0,t,g,200,141,-
b,31.58,0.75,y,p,aa,v,3.5,f,f,0,t,g,320,0,-
a,52.5,7,u,g,aa,h,3,f,f,0,f,g,0,0,-
b,36.17,0.42,y,p,w,v,0.29,f,f,0,t,g,309,2,-
b,37.33,2.665,u,g,cc,v,0.165,f,f,0,t,g,0,501,-
a,20.83,8.5,u,g,c,v,0.165,f,f,0,f,g,0,351,-
b,24.08,9,u,g,aa,v,0.25,f,f,0,t,g,0,0,-
b,25.58,0.335,u,g,k,h,3.5,f,f,0,t,g,340,0,-
a,35.17,3.75,u,g,ff,ff,0,f,t,6,f,g,0,200,-
b,48.08,3.75,u,g,i,bb,1,f,f,0,f,g,100,2,-
a,15.83,7.625,u,g,q,v,0.125,f,t,1,t,g,0,160,-
a,22.5,0.415,u,g,i,v,0.335,f,f,0,t,s,144,0,-
b,21.5,11.5,u,g,i,v,0.5,t,f,0,t,g,100,68,-
a,23.58,0.83,u,g,q,v,0.415,f,t,1,t,g,200,11,-
a,21.08,5,y,p,ff,ff,0,f,f,0,f,g,0,0,-
b,25.67,3.25,u,g,c,h,2.29,f,t,1,t,g,416,21,-
a,38.92,1.665,u,g,aa,v,0.25,f,f,0,f,g,0,390,-
a,15.75,0.375,u,g,c,v,1,f,f,0,f,g,120,18,-
a,28.58,3.75,u,g,c,v,0.25,f,t,1,t,g,40,154,-
b,22.25,9,u,g,aa,v,0.085,f,f,0,f,g,0,0,-
b,29.83,3.5,u,g,c,v,0.165,f,f,0,f,g,216,0,-
a,23.5,1.5,u,g,w,v,0.875,f,f,0,t,g,160,0,-
b,32.08,4,y,p,cc,v,1.5,f,f,0,t,g,120,0,-
b,31.08,1.5,y,p,w,v,0.04,f,f,0,f,s,160,0,-
b,31.83,0.04,y,p,m,v,0.04,f,f,0,f,g,0,0,-
a,21.75,11.75,u,g,c,v,0.25,f,f,0,t,g,180,0,-
a,17.92,0.54,u,g,c,v,1.75,f,t,1,t,g,80,5,-
b,30.33,0.5,u,g,d,h,0.085,f,f,0,t,s,252,0,-
b,51.83,2.04,y,p,ff,ff,1.5,f,f,0,f,g,120,1,-
b,47.17,5.835,u,g,w,v,5.5,f,f,0,f,g,465,150,-
b,25.83,12.835,u,g,cc,v,0.5,f,f,0,f,g,0,2,-
a,50.25,0.835,u,g,aa,v,0.5,f,f,0,t,g,240,117,-
b,29.5,2,y,p,e,h,2,f,f,0,f,g,256,17,-
a,37.33,2.5,u,g,i,h,0.21,f,f,0,f,g,260,246,-
a,41.58,1.04,u,g,aa,v,0.665,f,f,0,f,g,240,237,-
a,30.58,10.665,u,g,q,h,0.085,f,t,12,t,g,129,3,-
b,19.42,7.25,u,g,m,v,0.04,f,t,1,f,g,100,1,-
a,17.92,10.21,u,g,ff,ff,0,f,f,0,f,g,0,50,-
a,20.08,1.25,u,g,c,v,0,f,f,0,f,g,0,0,-
b,19.5,0.29,u,g,k,v,0.29,f,f,0,f,g,280,364,-
b,27.83,1,y,p,d,h,3,f,f,0,f,g,176,537,-
b,17.08,3.29,u,g,i,v,0.335,f,f,0,t,g,140,2,-
b,36.42,0.75,y,p,d,v,0.585,f,f,0,f,g,240,3,-
b,40.58,3.29,u,g,m,v,3.5,f,f,0,t,s,400,0,-
b,21.08,10.085,y,p,e,h,1.25,f,f,0,f,g,260,0,-
a,22.67,0.75,u,g,c,v,2,f,t,2,t,g,200,394,-
a,25.25,13.5,y,p,ff,ff,2,f,t,1,t,g,200,1,-
b,17.92,0.205,u,g,aa,v,0.04,f,f,0,f,g,280,750,-
b,35,3.375,u,g,c,h,8.29,f,f,0,t,g,0,0,-
