Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,43,2,9500,2,1,0.789473684,1,19,37,9,9,0.052631579,1,1,1,2,1,1,0.056603774,1,1,8,9,7,0.701986755,1,1,9,9,9,0.740384615,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9238,2,1,0.421052632,1,38,38,6,8,0.273684211,1,1,1,2,1,1,0.037735849,1,1,7,14,4,0.547461368,1,1,7,13,4,0.556410256,1,0.0,0.755555556,0.578599736,0
1,1,2,9853,2,1,0.315789474,1,19,19,6,6,0.231578947,1,1,1,2,1,2,0.037735849,1,1,7,8,7,0.711447493,1,1,7,7,7,0.708974359,1,0.918604651,0.8,0.0,0
1,53,2,9147,2,42,0.473684211,1,3,4,3,2,0.475789474,1,1,1,2,1,1,0.056603774,1,7,12,20,10,0.665194997,1,4,10,15,9,0.598290598,1,0.151162791,0.488888889,1.0,0
1,1,2,9238,2,1,0.305263158,1,34,34,1,1,0.361052632,1,1,1,2,1,1,0.037735849,1,1,7,9,7,0.609271523,1,1,7,8,7,0.601282052,1,0.0,0.755555556,0.578599736,0
1,1,2,9853,2,1,0.473684211,1,37,37,10,10,0.529473684,1,1,1,2,1,1,0.018867925,1,1,7,7,7,0.72406181,1,1,7,10,7,0.664102564,1,0.0,0.755555556,0.578599736,0
1,17,2,9853,2,1,0.410526316,1,1,19,5,6,0.289473684,2,1,1,2,1,1,0.094339623,1,1,7,11,6,0.697571744,1,1,7,9,6,0.667692308,1,0.918604651,0.8,0.0,0
1,44,2,9085,2,39,0.473684211,1,4,38,5,6,0.473684211,2,1,1,2,1,1,0.075471698,1,1,7,12,5,0.675496689,1,1,7,20,2,0.592307692,1,0.558139535,0.288888889,0.772787318,0
1,39,2,9500,2,1,0.578947368,1,1,19,6,4,0.473684211,1,2,1,2,1,1,0.169811321,1,1,8,12,6,0.593377483,1,1,9,14,6,0.653692308,1,1.0,0.244444444,0.414795244,0
1,1,7,9773,2,1,0.484210526,1,30,37,8,8,0.351578947,2,1,2,1,1,1,0.018867925,1,1,7,9,6,0.688741722,1,1,7,9,6,0.613846154,1,0.0,0.755555556,0.578599736,1
1,17,3,9085,2,1,0.263157895,1,1,1,10,11,0.210526316,1,1,1,1,1,1,0.056603774,1,1,6,9,3,0.556291391,1,1,6,9,3,0.664102564,1,0.0,0.755555556,0.578599736,1
1,17,3,9085,2,1,0.747368421,1,1,19,5,4,0.670526316,1,1,1,2,1,1,0.018867925,1,1,7,8,7,0.787133397,1,1,7,8,7,0.753846154,1,0.406976744,0.311111111,0.80317041,0
1,1,5,9500,2,1,0.547368421,1,1,1,5,10,0.310526316,2,1,1,2,1,2,0.037735849,1,1,9,12,8,0.681324503,1,1,9,12,8,0.692461539,1,0.372093023,0.488888889,0.766182299,0
1,51,2,9238,2,1,0.273684211,1,3,19,4,11,0.177894737,2,1,1,2,1,1,0.056603774,1,6,12,13,12,0.621312463,1,6,12,15,12,0.646153846,1,0.558139535,0.288888889,0.772787318,0
1,44,2,9085,2,39,0.578947368,1,38,37,5,7,0.578947368,2,1,1,2,1,2,0.094339623,1,4,7,12,7,0.696310312,1,3,7,11,4,0.646153846,1,0.73255814,0.111111111,0.640686922,0
1,17,2,9670,2,1,0.305263158,1,37,19,6,9,0.202105263,2,1,2,2,1,1,0.018867925,1,1,7,7,6,0.625165563,1,1,7,10,5,0.738461538,1,0.372093023,0.488888889,0.766182299,1
1,17,2,9147,2,1,0.010526316,1,38,37,7,5,0.010526316,2,1,1,2,1,1,0.037735849,1,1,6,11,4,0.565121413,1,1,6,10,1,0.0,4,1.0,0.244444444,0.414795244,1
1,17,5,9070,2,1,0.315789474,1,1,3,4,4,0.356842105,1,1,1,2,1,2,0.018867925,1,1,7,10,6,0.614569536,1,1,7,9,5,0.603076923,1,0.151162791,0.488888889,1.0,0
1,17,2,9254,2,1,0.431578947,1,37,37,8,8,0.281052632,2,1,1,2,1,1,0.056603774,1,1,7,14,4,0.547461368,1,1,7,13,4,0.556410256,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9773,2,1,0.263157895,1,38,37,10,10,0.208421053,2,2,1,2,1,1,0.037735849,1,1,7,12,5,0.649006623,1,1,7,12,4,0.592307692,1,0.0,0.755555556,0.578599736,0
1,1,2,9254,2,1,0.347368421,1,19,38,10,10,0.336842105,1,1,1,2,1,1,0.037735849,1,1,7,7,7,0.635761589,1,1,7,8,5,0.686538462,1,0.558139535,0.288888889,0.772787318,0
1,17,2,9500,2,1,0.494736842,1,37,37,6,6,0.382105263,2,1,1,2,1,1,0.037735849,1,1,9,9,8,0.780473037,1,1,9,9,8,0.793230769,1,0.372093023,0.488888889,0.766182299,0
1,1,2,171,2,1,0.421052632,1,1,19,4,10,0.443157895,2,1,1,2,1,1,0.018867925,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.593023256,1.0,0.311756935,0
1,7,2,9070,2,40,0.263157895,1,1,19,4,10,0.263157895,2,1,1,2,1,1,0.075471698,1,10,14,15,14,0.721344881,2,7,13,13,13,0.767307692,1,0.73255814,0.111111111,0.640686922,0
1,17,2,9238,2,1,0.421052632,1,1,19,5,5,0.358947368,1,1,1,2,1,1,0.037735849,1,1,7,7,7,0.777041943,1,1,7,8,7,0.784615385,1,0.918604651,0.8,0.0,0
4,39,2,9085,2,1,0.401052632,1,34,34,1,1,0.349473684,1,1,1,2,1,1,0.150943396,1,1,6,6,1,0.0,1,1,6,6,1,0.0,1,0.0,0.755555556,0.578599736,1
1,1,3,9500,2,1,0.442105263,1,19,19,8,8,0.271578947,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.776385998,1,1,9,9,8,0.789076923,1,0.372093023,0.488888889,0.766182299,0
1,39,2,9500,2,3,0.284210526,1,19,1,5,9,0.429473684,1,1,1,2,1,1,0.132075472,1,1,9,9,8,0.657029328,1,1,9,9,8,0.667769231,1,0.372093023,0.488888889,0.766182299,0
1,1,4,9500,2,1,0.347368421,1,1,1,5,11,0.251578947,2,1,1,2,1,1,0.056603774,1,1,8,9,8,0.613907285,1,1,9,10,8,0.757692308,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9238,2,1,0.389473684,1,1,38,10,8,0.337894737,2,1,1,2,1,2,0.056603774,1,1,7,10,7,0.653421633,1,1,7,7,7,0.637179487,1,0.151162791,0.488888889,1.0,0
1,1,2,9085,2,1,0.378947368,1,37,37,91,91,0.442105263,1,1,1,2,1,1,0.018867925,1,1,6,6,6,0.741721854,1,1,6,7,6,0.829230769,1,0.0,0.755555556,0.578599736,0
1,1,2,9085,2,1,0.326315789,1,1,1,10,10,0.341052632,2,1,1,2,1,1,0.037735849,1,1,7,14,7,0.806928171,1,1,7,11,7,0.666346154,1,0.918604651,0.8,0.0,0
1,1,2,9853,2,1,0.401052632,1,19,19,10,10,0.021052632,2,1,1,2,1,1,0.113207547,1,1,7,10,6,0.614569536,1,1,7,10,4,0.592307692,1,0.593023256,1.0,0.311756935,1
1,1,5,9500,2,1,0.431578947,1,37,37,10,10,0.329473684,2,1,1,2,1,2,0.018867925,1,1,8,8,7,0.614569536,1,1,8,8,7,0.624615385,1,0.0,0.755555556,0.578599736,0
1,1,5,9500,2,1,0.473684211,1,1,19,5,6,0.342105263,1,1,1,2,1,1,0.018867925,1,1,8,1,1,0.0,1,1,9,1,1,0.0,1,0.593023256,1.0,0.311756935,1
1,1,2,9500,2,1,0.421052632,1,2,1,3,9,0.332631579,1,1,1,2,1,2,0.037735849,1,1,8,8,8,0.683519394,1,1,9,10,9,0.70508547,1,0.406976744,0.311111111,0.80317041,0
1,44,2,9085,2,39,0.473684211,1,1,2,5,7,0.473684211,2,1,1,2,1,1,0.226415094,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.918604651,0.8,0.0,1
1,1,7,9500,2,1,0.473684211,1,3,1,4,4,0.384210526,2,1,1,2,1,1,0.037735849,1,1,9,9,9,0.70218543,1,1,9,9,9,0.713663462,1,0.209302326,0.0,0.124174373,0
1,17,7,9556,2,1,0.210526316,1,19,2,6,4,0.181052632,2,1,1,2,1,1,0.056603774,1,1,8,8,8,0.730368969,1,1,9,9,9,0.759230769,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9500,2,1,0.515789474,1,37,37,10,4,0.584210526,1,1,1,2,1,1,0.056603774,1,1,8,8,7,0.737306843,1,1,8,8,7,0.749358975,1,0.0,0.755555556,0.578599736,0
1,1,5,9670,2,1,0.347368421,1,38,38,4,8,0.273684211,2,1,1,2,1,1,0.037735849,1,1,7,9,7,0.715231788,1,1,7,10,7,0.730769231,1,0.406976744,0.311111111,0.80317041,0
1,17,2,9147,2,1,0.221052632,1,38,2,10,3,0.181052632,2,1,1,2,1,1,0.056603774,1,1,6,9,4,0.600441501,1,1,6,13,3,0.574358975,1,0.372093023,0.488888889,0.766182299,0
3,1,3,9085,2,1,0.421052632,1,19,1,5,5,0.362105263,2,1,1,2,1,1,0.075471698,1,1,6,9,1,0.0,5,1,6,13,1,0.0,5,0.372093023,0.488888889,0.766182299,1
1,17,2,9670,2,1,0.273684211,1,19,38,5,11,0.204210526,1,1,1,2,1,1,0.037735849,1,1,7,11,6,0.609271523,1,1,7,10,5,0.786153846,1,0.406976744,0.311111111,0.80317041,0
1,1,4,9500,2,1,0.410526316,1,37,38,10,10,0.266315789,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.640151372,1,1,9,9,8,0.650615385,1,0.372093023,0.488888889,0.766182299,0
1,17,3,9147,2,1,0.315789474,1,38,38,7,9,0.205263158,2,1,1,2,1,2,0.037735849,1,1,6,7,6,0.709933775,1,1,6,6,6,0.667692308,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9500,2,1,0.484210526,1,1,1,91,4,0.345263158,1,1,1,2,1,2,0.037735849,1,1,8,8,1,0.0,3,1,8,8,1,0.0,3,0.0,0.755555556,0.578599736,1
1,1,2,9773,2,1,0.473684211,1,1,19,5,9,0.311578947,2,1,1,2,1,1,0.037735849,1,1,7,8,6,0.752317881,1,1,7,8,7,0.784615385,1,0.918604651,0.8,0.0,0
1,1,7,9500,2,1,0.515789474,1,19,19,6,6,0.371578947,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.731882687,1,1,9,9,8,0.743846154,1,0.593023256,1.0,0.311756935,0
1,17,2,9254,2,1,0.284210526,1,19,19,6,6,0.244210526,1,1,1,2,1,2,0.056603774,1,1,7,11,5,0.59602649,1,1,7,7,7,0.565384615,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9670,2,1,0.368421053,1,19,37,5,6,0.250526316,1,1,1,2,1,2,0.018867925,1,1,7,7,7,0.768211921,1,1,7,9,7,0.735897436,1,0.593023256,1.0,0.311756935,0
1,1,6,9670,2,1,0.401052632,1,9,1,3,5,0.4,2,1,1,2,1,1,0.037735849,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.0,0.755555556,0.578599736,1
2,39,2,9500,2,19,0.401052632,1,37,37,10,10,0.357894737,2,1,1,2,1,1,0.358490566,1,1,8,8,7,0.598675497,1,1,8,8,7,0.608461539,1,0.0,0.755555556,0.578599736,0
1,43,2,9556,2,1,0.547368421,1,3,4,4,3,0.052631579,1,1,1,2,1,1,0.018867925,1,1,3,3,1,0.0,1,1,5,5,2,0.861538462,1,0.372093023,0.488888889,0.766182299,0
1,43,2,9130,2,1,0.336842105,1,19,38,5,6,0.270526316,2,1,2,2,1,1,0.018867925,1,1,6,12,2,0.635761589,1,1,6,10,4,0.646153846,1,0.593023256,1.0,0.311756935,0
1,17,7,9500,2,1,0.431578947,1,19,38,10,4,0.394736842,2,1,1,2,1,1,0.037735849,1,1,9,10,8,0.651655629,1,1,9,10,8,0.662307692,1,0.593023256,1.0,0.311756935,0
1,1,6,9500,2,1,0.336842105,1,19,19,8,9,0.266315789,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.672544938,1,1,9,9,8,0.683538461,1,0.372093023,0.488888889,0.766182299,0
1,17,2,9670,2,1,0.294736842,1,19,19,2,2,0.206315789,1,1,1,2,1,1,0.018867925,1,1,6,6,5,0.582781457,1,1,6,6,5,0.592307692,1,0.209302326,0.0,0.124174373,0
1,1,2,9238,2,1,0.347368421,1,37,19,10,4,0.226315789,2,1,1,2,1,2,0.037735849,1,1,7,7,7,0.688741722,1,1,7,7,7,0.762820513,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9500,2,1,0.347368421,1,3,1,3,2,0.345263158,1,1,1,2,1,2,0.037735849,1,1,8,9,8,0.763576159,1,1,9,9,9,0.864230769,1,0.73255814,0.111111111,0.640686922,0
1,1,3,9500,2,1,0.473684211,1,1,19,8,8,0.367368421,2,1,1,2,1,1,0.018867925,1,1,8,9,8,0.684966887,1,1,9,9,9,0.757211539,1,0.918604651,0.8,0.0,1
1,1,3,9773,2,1,0.273684211,1,1,19,10,8,0.251578947,2,1,1,2,1,1,0.056603774,1,1,7,7,7,0.706401766,1,1,7,11,6,0.689230769,1,0.406976744,0.311111111,0.80317041,0
1,1,4,9254,2,1,0.284210526,1,19,38,4,11,0.203157895,2,1,1,2,1,2,0.056603774,1,1,7,9,6,0.678145695,1,1,7,10,6,0.689230769,1,0.558139535,0.288888889,0.772787318,0
1,18,2,9500,2,1,0.326315789,1,38,37,6,6,0.208421053,2,1,1,2,1,1,0.056603774,1,1,9,9,8,0.763065279,1,1,9,9,8,0.775538461,1,0.372093023,0.488888889,0.766182299,0
1,1,5,9500,2,1,0.421052632,1,37,37,10,9,0.294736842,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.708949858,1,1,9,9,8,0.720538462,1,0.372093023,0.488888889,0.766182299,0
1,1,3,9500,2,1,0.378947368,1,19,19,8,6,0.285263158,2,1,1,2,1,1,0.018867925,1,1,8,9,8,0.748675497,1,1,9,9,9,0.752971154,1,0.918604651,0.8,0.0,0
1,17,5,9085,2,1,0.473684211,1,19,37,5,8,0.302105263,1,1,1,2,1,1,0.037735849,1,1,6,12,6,0.620624408,3,1,6,7,6,0.678461539,1,0.209302326,0.0,0.124174373,0
1,1,4,9147,2,1,0.378947368,1,19,38,10,8,0.393684211,2,1,1,2,1,1,0.037735849,1,1,6,6,6,0.625165563,1,1,6,9,5,0.605769231,1,0.209302326,0.0,0.124174373,0
1,7,2,9003,2,3,0.368421053,1,38,37,6,7,0.368421053,1,1,1,2,1,1,0.283018868,1,1,7,8,1,0.0,1,1,7,7,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,43,2,9853,2,1,0.473684211,1,37,19,10,9,0.287368421,1,1,1,2,1,1,0.094339623,1,1,7,10,6,0.720529801,1,1,7,9,6,0.646153846,1,0.593023256,1.0,0.311756935,1
2,39,2,9003,2,1,0.368421053,1,1,19,5,10,0.604210526,2,1,1,2,1,1,0.358490566,1,5,13,15,13,0.733571065,1,6,13,19,12,0.758741259,1,0.151162791,0.488888889,1.0,0
1,17,2,9773,2,1,0.315789474,1,37,37,6,8,0.264210526,1,1,1,2,1,2,0.018867925,1,1,7,8,7,0.662251656,1,1,7,9,7,0.717948718,1,1.0,0.244444444,0.414795244,0
1,1,2,9130,2,1,0.684210526,1,3,3,4,3,0.632631579,2,1,1,2,1,1,0.056603774,1,1,6,6,6,0.868874172,1,1,6,6,6,0.786153846,1,0.593023256,1.0,0.311756935,0
1,51,2,9070,2,1,0.368421053,1,19,19,6,8,0.310526316,1,1,1,2,1,2,0.056603774,1,6,12,12,12,0.732089103,1,6,12,12,12,0.724475524,1,0.406976744,0.311111111,0.80317041,0
1,17,2,9238,2,1,0.515789474,1,3,1,3,4,0.335789474,1,1,1,2,1,1,0.037735849,1,1,7,9,6,0.561589404,1,1,7,12,5,0.565384615,1,0.918604651,0.8,0.0,0
1,39,2,9147,2,19,0.401052632,1,3,1,4,6,0.612631579,2,1,2,2,1,1,0.132075472,1,1,6,9,6,0.540397351,1,1,6,7,6,0.656923077,1,0.558139535,0.288888889,0.772787318,0
1,17,2,9238,2,1,0.557894737,1,1,1,5,10,0.366315789,1,1,1,2,1,1,0.056603774,1,1,7,12,6,0.561589404,1,1,7,12,5,0.56,1,0.918604651,0.8,0.0,0
1,1,2,9853,2,1,0.4,1,1,38,6,11,0.382105263,2,1,1,2,1,1,0.056603774,1,1,7,10,6,0.759381898,1,5,9,9,9,0.679807692,1,0.918604651,0.8,0.0,0
1,43,7,9238,2,1,0.357894737,1,34,34,1,1,0.317894737,1,1,1,2,1,2,0.113207547,1,16,17,19,17,0.688741722,1,12,14,16,14,0.714358975,1,0.209302326,0.0,0.124174373,0
1,1,6,9500,2,1,0.515789474,1,19,38,5,9,0.487368421,2,1,1,2,1,2,0.018867925,1,1,9,10,9,0.705165563,2,1,9,10,9,0.716692308,2,0.209302326,0.0,0.124174373,0
1,17,2,9238,2,1,0.263157895,1,37,37,5,10,0.232631579,2,1,1,2,1,2,0.018867925,1,1,7,11,6,0.560075686,2,1,7,10,6,0.656923077,1,0.593023256,1.0,0.311756935,0
1,17,4,9500,2,1,0.515789474,1,1,37,10,10,0.331578947,2,1,1,2,1,2,0.056603774,1,1,9,9,8,0.714550615,1,1,9,9,8,0.726230769,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9254,2,1,0.389473684,1,19,38,10,8,0.264210526,1,1,1,2,1,2,0.056603774,1,1,7,7,7,0.653421633,1,1,7,8,7,0.637179487,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9670,2,1,0.494736842,1,38,19,8,11,0.351578947,1,1,1,2,1,1,0.113207547,1,1,7,12,7,0.629139073,1,1,7,10,6,0.691025641,1,0.406976744,0.311111111,0.80317041,1
1,1,3,9500,2,1,0.431578947,1,19,19,10,10,0.473684211,2,1,1,2,1,1,0.056603774,1,1,8,8,7,0.73995585,1,1,8,8,7,0.752051282,1,0.0,0.755555556,0.578599736,0
1,39,2,9254,2,9,0.401052632,1,34,34,1,1,0.157894737,2,1,1,1,1,1,0.20754717,1,1,6,11,1,0.0,1,1,6,11,1,0.0,1,0.0,0.755555556,0.578599736,1
1,1,2,9670,2,1,0.284210526,1,1,19,4,6,0.229473684,2,1,1,2,1,1,0.075471698,1,1,6,9,5,0.609271523,1,1,6,6,6,0.689230769,1,0.0,0.755555556,0.578599736,0
1,1,3,9556,2,1,0.401052632,1,19,19,10,10,0.1,2,1,1,2,1,1,0.075471698,1,1,3,3,3,0.662251656,1,1,8,1,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,7,2,9500,2,3,0.473684211,1,34,34,1,1,0.473684211,1,1,1,2,1,1,0.20754717,1,1,8,1,1,0.0,1,1,9,1,1,0.0,1,0.0,0.755555556,0.578599736,1
1,1,2,9500,2,1,0.231578947,1,3,1,4,4,0.191578947,1,2,1,2,1,1,0.018867925,1,1,8,11,7,0.634701987,1,1,9,12,8,0.712115385,1,1.0,0.244444444,0.414795244,0
1,17,2,9238,2,1,0.347368421,1,38,19,192,176,0.248421053,2,1,1,2,1,2,0.075471698,1,1,7,9,6,0.699337748,1,1,7,8,6,0.635384615,1,0.151162791,0.488888889,1.0,0
1,1,2,9500,2,1,0.431578947,1,1,1,5,5,0.303157895,1,1,1,2,1,1,0.037735849,1,1,8,11,7,0.615326395,1,1,9,9,9,0.755865385,1,0.73255814,0.111111111,0.640686922,0
1,18,7,9500,2,1,0.484210526,1,1,19,2,2,0.333684211,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.758372753,1,1,9,9,8,0.770769231,1,0.593023256,1.0,0.311756935,0
1,1,4,9500,2,1,0.368421053,1,3,1,3,6,0.408421053,1,1,1,2,1,1,0.037735849,1,1,8,1,1,0.0,1,1,9,1,1,0.0,1,0.0,0.755555556,0.578599736,1
1,44,2,9085,2,39,0.473684211,1,38,38,10,8,0.473684211,1,1,1,2,1,1,0.056603774,1,3,7,10,7,0.671081678,1,2,7,13,3,0.7,1,0.73255814,0.111111111,0.640686922,0
1,1,4,9500,2,1,0.073684211,1,1,19,10,6,0.058947368,2,1,1,2,1,2,0.056603774,1,1,8,10,7,0.676379691,1,1,9,11,8,0.653076923,1,0.558139535,0.288888889,0.772787318,0
1,17,2,9853,2,1,0.326315789,1,1,37,8,10,0.396842105,1,1,1,2,1,2,0.018867925,1,1,7,8,7,0.671081678,1,1,7,8,6,0.656923077,1,0.372093023,0.488888889,0.766182299,0
1,43,3,9670,2,1,0.315789474,1,38,19,5,4,0.122105263,2,1,1,2,1,1,0.056603774,1,5,7,8,7,0.609271523,1,1,7,11,5,0.569230769,1,0.372093023,0.488888889,0.766182299,1
1,39,2,9670,2,1,0.263157895,1,1,19,6,5,0.477894737,1,1,1,2,1,1,0.264150943,1,3,7,14,6,0.60397351,1,1,7,15,5,0.632692308,1,0.73255814,0.111111111,0.640686922,1
1,17,4,9500,2,1,0.389473684,1,37,37,10,8,0.350526316,2,1,1,2,1,2,0.037735849,1,1,8,9,8,0.779139073,1,1,9,9,9,0.779557692,1,0.918604651,0.8,0.0,0
1,1,4,9500,2,1,0.347368421,1,38,38,6,6,0.248421053,2,1,1,2,1,2,0.037735849,1,1,8,10,7,0.625922422,1,1,9,9,8,0.729230769,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9070,2,1,0.210526316,1,19,1,4,9,0.298947368,1,1,1,2,1,1,0.113207547,1,2,7,9,7,0.688741722,2,1,7,9,7,0.639423077,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9670,2,1,0.315789474,1,37,37,6,6,0.305263158,1,1,1,2,1,1,0.037735849,1,1,7,8,7,0.787133397,1,1,7,7,7,0.717948718,1,0.558139535,0.288888889,0.772787318,0
1,1,7,9500,2,1,0.442105263,1,1,3,4,3,0.276842105,2,1,1,2,1,1,0.056603774,1,1,8,8,7,0.667549669,1,1,8,8,7,0.678461539,1,0.0,0.755555556,0.578599736,0
1,1,2,9085,2,1,0.063157895,1,37,37,10,5,0.063157895,2,1,2,2,1,1,0.094339623,1,1,7,10,6,0.706401766,1,1,7,18,5,0.613846154,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9853,2,1,0.326315789,1,3,1,3,6,0.230526316,2,2,1,2,1,1,0.018867925,1,1,8,11,7,0.565121413,1,1,8,13,7,0.691025641,1,0.73255814,0.111111111,0.640686922,0
1,7,4,9130,2,3,0.368421053,1,19,37,91,6,0.368421053,1,1,2,1,1,1,0.188679245,1,2,6,7,3,0.609271523,1,1,6,6,2,0.592307692,1,0.593023256,1.0,0.311756935,1
1,39,2,9556,2,19,0.052631579,1,37,38,10,10,0.263157895,1,1,1,2,1,1,0.226415094,1,1,8,10,2,0.529801325,1,1,8,1,1,0.0,1,0.593023256,1.0,0.311756935,1
1,17,2,9254,2,1,0.284210526,1,1,19,5,4,0.372631579,2,1,1,2,1,1,0.018867925,1,1,7,11,6,0.625165563,1,1,7,11,6,0.656923077,1,0.406976744,0.311111111,0.80317041,0
1,17,2,9070,2,1,0.326315789,1,19,38,10,8,0.249473684,1,1,1,2,1,1,0.018867925,1,1,7,8,6,0.625165563,1,1,7,7,7,0.682051282,1,1.0,0.244444444,0.414795244,0
1,17,2,9500,2,1,0.347368421,1,38,38,8,8,0.384210526,1,1,1,2,1,1,0.018867925,1,1,9,9,9,0.676622517,1,1,9,9,9,0.687682692,1,0.209302326,0.0,0.124174373,0
1,17,4,9085,2,1,0.410526316,1,37,38,10,10,0.267368421,2,1,1,2,1,1,0.056603774,1,1,6,14,4,0.600441501,3,1,6,9,6,0.678461539,1,0.209302326,0.0,0.124174373,0
1,17,3,9254,2,1,0.347368421,1,38,38,10,10,0.358947368,2,1,1,2,1,1,0.018867925,1,1,7,7,7,0.671081678,1,1,7,8,6,0.786153846,1,0.406976744,0.311111111,0.80317041,0
1,1,2,9070,2,1,0.315789474,1,1,1,5,5,0.389473684,1,1,1,1,1,1,0.018867925,1,2,7,11,6,0.646357616,2,1,7,12,5,0.583333333,1,0.73255814,0.111111111,0.640686922,0
1,7,3,9085,2,3,0.368421053,1,3,3,2,2,0.368421053,1,1,1,1,1,1,0.20754717,1,1,6,10,2,0.635761589,2,1,5,11,1,0.0,5,0.372093023,0.488888889,0.766182299,1
1,1,3,9500,2,1,0.421052632,1,37,1,8,8,0.397894737,2,1,1,2,1,2,0.018867925,1,1,9,13,8,0.621002838,1,1,9,13,8,0.631153846,1,0.593023256,1.0,0.311756935,0
1,39,2,9500,2,19,0.401052632,1,37,38,152,162,0.512631579,1,1,1,2,1,1,0.188679245,1,1,8,13,5,0.741721854,1,1,8,15,4,0.674423077,1,0.558139535,0.288888889,0.772787318,0
1,39,2,33,2,1,0.473684211,1,3,1,3,5,0.608421053,1,1,1,2,1,1,0.169811321,1,1,8,10,8,0.781456954,1,1,8,13,6,0.743076923,4,1.0,0.244444444,0.414795244,0
1,1,3,9773,2,1,0.452631579,1,19,1,10,4,0.405263158,2,1,1,2,1,1,0.018867925,1,1,7,7,7,0.671081678,1,1,7,7,7,0.735897436,1,0.593023256,1.0,0.311756935,0
1,1,2,9130,2,1,0.578947368,1,5,5,3,3,0.538947368,1,1,1,2,1,1,0.018867925,1,1,6,13,5,0.688741722,3,1,6,7,6,0.753846154,1,0.209302326,0.0,0.124174373,1
1,1,3,9147,2,1,0.315789474,1,1,19,5,7,0.212631579,1,2,1,2,1,1,0.075471698,1,1,6,7,1,0.0,1,1,6,6,1,0.0,1,0.918604651,0.8,0.0,1
1,1,3,9070,2,1,0.273684211,1,4,1,3,4,0.270526316,2,1,1,2,1,1,0.018867925,1,1,7,9,5,0.569536424,1,1,7,10,1,0.0,1,0.209302326,0.0,0.124174373,0
1,39,3,9670,2,1,0.473684211,1,34,34,1,1,0.052631579,1,1,1,2,1,1,0.20754717,1,1,6,7,5,0.662251656,1,1,6,8,5,0.632692308,1,0.0,0.755555556,0.578599736,0
2,18,3,9238,2,1,0.473684211,1,37,37,10,11,0.267368421,1,1,2,1,1,1,0.41509434,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.209302326,0.0,0.124174373,1
2,39,2,9003,2,1,0.263157895,1,37,19,10,5,0.566315789,1,1,1,2,1,1,0.622641509,1,1,7,8,7,0.662251656,1,1,7,16,6,0.667692308,1,0.151162791,0.488888889,1.0,0
1,17,3,9853,2,1,0.452631579,1,1,1,10,5,0.294736842,2,1,1,2,1,1,0.113207547,1,1,7,11,6,0.678145695,1,1,7,10,4,0.628205128,1,0.372093023,0.488888889,0.766182299,1
1,17,3,9853,2,1,0.242105263,1,37,37,10,10,0.18,2,1,1,2,1,1,0.113207547,1,1,7,12,5,0.59602649,1,1,7,11,6,0.549230769,1,0.0,0.755555556,0.578599736,1
1,1,7,9500,2,1,0.421052632,1,37,1,6,6,0.334736842,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.66807947,1,1,9,9,8,0.679,1,0.372093023,0.488888889,0.766182299,0
1,17,2,9130,2,1,0.368421053,1,3,19,3,10,0.22,1,1,1,2,1,1,0.018867925,1,1,6,15,3,0.635761589,3,1,6,7,6,0.678461539,1,0.209302326,0.0,0.124174373,0
